1,164790,1,0,4
2,41160,1,9,4
3,41180,1,9,4
4,41201,1,9,4
5,41220,1,8,4
6,44872,1,10,4
7,44908,1,7,4
8,44942,1,10,4
9,44981,1,9,4
10,49097,1,8,4
11,49129,1,7,4
12,49162,1,9,4
13,49191,1,10,4
14,32422,2214,7,4
15,32434,2214,9,4
16,32446,2214,9,4
17,32458,2214,7,4
18,32470,2214,8,4
19,32931,2214,5,4
20,32941,2214,8,4
21,32952,2214,9,4
22,32963,2214,8,4
23,32974,2214,5,4
24,33667,2214,5,4
25,33675,2214,7,4
26,33683,2214,8,4
27,33692,2214,10,4
28,33701,2214,6,4
29,34598,2214,7,4
30,34609,2214,5,4
31,34620,2214,7,4
32,34631,2214,5,4
33,34641,2214,8,4
34,41239,2,6,4
35,41259,2,8,4
36,41280,2,5,4
37,41300,2,5,4
38,44872,2,7,4
39,44908,2,6,4
40,44942,2,6,4
41,44981,2,6,4
42,49097,2,7,4
43,49129,2,8,4
44,49162,2,8,4
45,49191,2,8,4
46,32422,1967,9,4
47,32434,1967,10,4
48,32446,1967,8,4
49,32458,1967,8,4
50,32470,1967,8,4
51,32931,1967,8,4
52,32941,1967,8,4
53,32952,1967,9,4
54,32963,1967,10,4
55,32974,1967,9,4
56,33667,1967,7,4
57,33675,1967,8,4
58,33683,1967,9,4
59,33692,1967,9,4
60,33701,1967,8,4
61,34598,1967,8,4
62,34609,1967,9,4
63,34620,1967,8,4
64,34631,1967,5,4
65,34641,1967,7,4
66,35876,1967,9,4
67,35886,1967,9,4
68,35897,1967,8,4
69,35908,1967,7,4
70,35917,1967,7,4
71,37474,1967,8,4
72,37486,1967,8,4
73,37498,1967,5,4
74,37510,1967,7,4
75,37522,1967,9,4
76,39719,1967,8,4
77,39730,1967,8,4
78,39741,1967,8,4
79,39752,1967,5,4
80,39763,1967,9,4
81,42658,1967,8,4
82,42664,1967,8,4
83,42672,1967,7,4
84,42675,1967,8,4
85,42683,1967,6,4
86,46549,1967,0,4
87,46578,1967,7,4
88,46586,1967,7,4
89,46594,1967,7,4
90,46602,1967,8,4
91,46611,1967,9,4
92,50921,1967,7,4
93,50928,1967,6,4
94,50935,1967,4,4
95,50943,1967,8,4
96,50950,1967,5,4
97,52130,1967,5,4
98,41160,3,5,4
99,41180,3,6,4
100,41201,3,5,4
101,41220,3,5,4
102,32422,1980,10,4
103,32434,1980,10,4
104,32446,1980,9,4
105,32458,1980,10,4
106,32470,1980,10,4
107,32931,1980,10,4
108,32941,1980,10,4
109,32952,1980,9,4
110,32963,1980,10,4
111,32974,1980,10,4
112,33667,1980,8,4
113,33675,1980,10,4
114,33683,1980,10,4
115,33692,1980,10,4
116,33701,1980,10,4
117,34598,1980,10,4
118,34609,1980,9,4
119,34620,1980,10,4
120,34631,1980,9,4
121,34641,1980,9,4
122,35876,1980,10,4
123,35886,1980,9,4
124,35897,1980,10,4
125,35908,1980,9,4
126,35917,1980,8,4
127,37474,1980,8,4
128,37486,1980,8,4
129,37498,1980,9,4
130,37510,1980,9,4
131,37522,1980,10,4
132,39719,1980,10,4
133,39730,1980,9,4
134,39741,1980,9,4
135,39752,1980,9,4
136,39763,1980,10,4
137,42658,1980,10,4
138,42664,1980,9,4
139,42672,1980,8,4
140,42675,1980,9,4
141,42683,1980,9,4
142,46578,1980,9,4
143,46586,1980,9,4
144,46594,1980,10,4
145,46602,1980,8,4
146,46611,1980,10,4
147,50921,1980,9,4
148,50928,1980,10,4
149,50935,1980,10,4
150,50943,1980,9,4
151,50950,1980,10,4
152,41321,4,9,4
153,41343,4,9,4
154,41368,4,9,4
155,41390,4,10,4
156,45015,4,10,4
157,45042,4,9,4
158,45066,4,8,4
159,45091,4,10,4
160,49218,4,6,4
161,49245,4,8,4
162,49267,4,10,4
163,49294,4,9,4
164,32422,2016,9,4
165,32434,2016,10,4
166,32446,2016,8,4
167,32458,2016,8,4
168,32470,2016,8,4
169,32931,2016,5,4
170,32941,2016,9,4
171,32952,2016,8,4
172,32963,2016,8,4
173,32974,2016,9,4
174,33667,2016,5,4
175,33675,2016,9,4
176,33683,2016,10,4
177,33692,2016,10,4
178,33701,2016,7,4
179,34598,2016,9,4
180,34609,2016,8,4
181,34620,2016,8,4
182,34631,2016,8,4
183,34641,2016,8,4
184,35876,2016,9,4
185,35886,2016,7,4
186,35897,2016,8,4
187,35908,2016,5,4
188,35917,2016,8,4
189,37474,2016,8,4
190,37486,2016,7,4
191,37498,2016,7,4
192,37510,2016,8,4
193,37522,2016,10,4
194,39719,2016,7,4
195,39730,2016,8,4
196,39741,2016,6,4
197,39752,2016,5,4
198,39763,2016,8,4
199,42657,2016,5,4
200,42658,2016,8,4
201,42664,2016,7,4
202,42672,2016,5,4
203,42675,2016,7,4
204,42683,2016,7,4
205,46578,2016,8,4
206,46586,2016,8,4
207,46594,2016,9,4
208,46602,2016,9,4
209,46611,2016,8,4
210,47572,2016,8,4
211,52332,2016,8,4
212,52349,2016,5,4
213,52366,2016,5,4
214,52382,2016,10,4
215,52399,2016,5,4
216,41160,5,5,4
217,41180,5,8,4
218,41201,5,9,4
219,41220,5,8,4
220,44872,5,7,4
221,44908,5,5,4
222,44942,5,5,4
223,44981,5,8,4
224,49097,5,5,4
225,49129,5,5,4
226,49162,5,5,4
227,49191,5,7,4
228,32422,2240,9,4
229,32434,2240,10,4
230,32446,2240,9,4
231,32458,2240,5,4
232,32470,2240,8,4
233,36022,2240,8,4
234,36037,2240,4,4
235,36052,2240,8,4
236,36067,2240,8,4
237,36082,2240,8,4
238,41321,6,8,4
239,41343,6,9,4
240,41368,6,5,4
241,41390,6,9,4
242,45015,6,9,4
243,45042,6,5,4
244,45066,6,7,4
245,45091,6,8,4
246,49218,6,7,4
247,49245,6,6,4
248,49267,6,9,4
249,49294,6,9,4
250,32422,2192,4,4
251,32434,2192,7,4
252,32446,2192,8,4
253,32458,2192,7,4
254,32470,2192,7,4
255,40988,7,0,4
256,41004,7,10,4
257,41021,7,8,4
258,41037,7,5,4
259,41053,7,5,4
260,32422,2038,8,4
261,32434,2038,9,4
262,32446,2038,9,4
263,32458,2038,7,4
264,32470,2038,8,4
265,32931,2038,7,4
266,32941,2038,8,4
267,32952,2038,9,4
268,32963,2038,10,4
269,32974,2038,7,4
270,33893,2038,10,4
271,33909,2038,8,4
272,33925,2038,9,4
273,33940,2038,10,4
274,33958,2038,9,4
275,34916,2038,8,4
276,34933,2038,7,4
277,34947,2038,8,4
278,34963,2038,7,4
279,34979,2038,7,4
280,37995,2038,7,4
281,38011,2038,5,4
282,38027,2038,5,4
283,38044,2038,7,4
284,38061,2038,6,4
285,40342,2038,9,4
286,40360,2038,8,4
287,40377,2038,7,4
288,40395,2038,7,4
289,40413,2038,8,4
290,43477,2038,7,4
291,43502,2038,9,4
292,43525,2038,9,4
293,43544,2038,8,4
294,43563,2038,8,4
295,47522,2038,8,4
296,47546,2038,7,4
297,47572,2038,8,4
298,47595,2038,8,4
299,47616,2038,5,4
300,52211,2038,7,4
301,52235,2038,8,4
302,52258,2038,8,4
303,52282,2038,7,4
304,52305,2038,10,4
305,41239,8,9,4
306,41259,8,8,4
307,41280,8,10,4
308,41300,8,10,4
309,44872,8,10,4
310,44908,8,7,4
311,44942,8,10,4
312,44981,8,9,4
313,49097,8,8,4
314,49129,8,9,4
315,49162,8,8,4
316,49191,8,9,4
317,32422,2042,9,4
318,32434,2042,9,4
319,32446,2042,8,4
320,32458,2042,7,4
321,32470,2042,8,4
322,32931,2042,8,4
323,32941,2042,8,4
324,32952,2042,9,4
325,32963,2042,9,4
326,32974,2042,7,4
327,33667,2042,8,4
328,33675,2042,9,4
329,33683,2042,10,4
330,33692,2042,10,4
331,33701,2042,7,4
332,34598,2042,9,4
333,34609,2042,9,4
334,34620,2042,9,4
335,34631,2042,5,4
336,34641,2042,8,4
337,35876,2042,8,4
338,35886,2042,9,4
339,35897,2042,8,4
340,35908,2042,8,4
341,35917,2042,7,4
342,37474,2042,8,4
343,37486,2042,7,4
344,37498,2042,9,4
345,37510,2042,8,4
346,37522,2042,10,4
347,39719,2042,7,4
348,39730,2042,6,4
349,39741,2042,6,4
350,39752,2042,7,4
351,39763,2042,9,4
352,43585,2042,8,4
353,43596,2042,7,4
354,43612,2042,7,4
355,43626,2042,7,4
356,43638,2042,7,4
357,47642,2042,5,4
358,47657,2042,7,4
359,47674,2042,6,4
360,47690,2042,7,4
361,47707,2042,8,4
362,52332,2042,5,4
363,52349,2042,5,4
364,52366,2042,9,4
365,52382,2042,8,4
366,52399,2042,6,4
367,40988,9,0,4
368,41004,9,10,4
369,41021,9,9,4
370,41037,9,7,4
371,41053,9,7,4
372,44381,9,0,4
373,44392,9,0,4
374,44403,9,10,4
375,44414,9,5,4
376,44425,9,10,4
377,44437,9,8,4
378,48470,9,8,4
379,48476,9,6,4
380,48482,9,10,4
381,48488,9,9,4
382,48494,9,8,4
383,32422,2215,10,4
384,32434,2215,10,4
385,32446,2215,8,4
386,32458,2215,7,4
387,32470,2215,9,4
388,32931,2215,4,4
389,32941,2215,8,4
390,32952,2215,9,4
391,32963,2215,9,4
392,32974,2215,4,4
393,33667,2215,7,4
394,33675,2215,7,4
395,33683,2215,9,4
396,33692,2215,10,4
397,33701,2215,5,4
398,34598,2215,9,4
399,34609,2215,7,4
400,34620,2215,5,4
401,34631,2215,9,4
402,34641,2215,8,4
403,41239,10,5,4
404,41259,10,9,4
405,41280,10,7,4
406,41300,10,10,4
407,44871,10,5,4
408,44872,10,5,4
409,44908,10,5,4
410,44942,10,7,4
411,44981,10,8,4
412,32422,2211,9,4
413,32434,2211,10,4
414,32446,2211,8,4
415,32458,2211,8,4
416,32470,2211,7,4
417,32931,2211,5,4
418,32941,2211,9,4
419,32952,2211,9,4
420,32963,2211,9,4
421,32974,2211,8,4
422,33667,2211,7,4
423,33675,2211,8,4
424,33683,2211,10,4
425,33692,2211,10,4
426,33701,2211,7,4
427,35835,2211,5,4
428,35844,2211,5,4
429,35852,2211,4,4
430,35860,2211,4,4
431,35868,2211,5,4
432,32422,2197,9,4
433,32434,2197,9,4
434,32446,2197,9,4
435,32458,2197,7,4
436,32470,2197,8,4
437,32931,2197,4,4
438,32941,2197,8,4
439,32952,2197,9,4
440,32963,2197,4,4
441,32974,2197,7,4
442,40503,12,5,4
443,40529,12,8,4
444,40556,12,6,4
445,40583,12,9,4
446,43760,12,8,4
447,43785,12,9,4
448,43802,12,8,4
449,43820,12,9,4
450,47894,12,8,4
451,47914,12,9,4
452,47931,12,8,4
453,47949,12,8,4
454,52733,12,8,4
455,52753,12,8,4
