1,1,26,1
2,2,26,1
3,3,26,1
4,4,26,1
5,5,26,1
6,6,26,1
7,7,26,2
8,8,26,2
9,9,26,2
10,10,26,2
11,11,26,2
12,12,26,2
13,13,26,3
14,14,26,3
15,15,26,3
16,16,26,3
17,17,26,3
18,18,26,4
19,19,26,4
20,20,26,4
21,21,26,4
22,22,26,4
23,23,26,5
24,24,26,5
25,25,26,5
26,26,26,5
27,27,26,5
28,28,26,6
29,29,26,6
30,30,26,6
31,31,26,6
32,32,26,6
33,33,26,7
34,34,26,7
35,35,26,7
36,36,26,7
37,37,26,7
38,38,26,8
39,39,26,8
40,40,26,8
41,41,26,8
42,42,26,9
43,43,26,9
44,44,26,9
45,45,26,9
46,46,34,1
47,47,34,1
48,48,34,1
49,49,34,1
50,50,34,1
51,51,34,1
52,52,34,2
53,53,34,2
54,54,34,2
55,55,34,2
56,56,34,2
57,57,34,2
58,58,34,3
59,59,34,3
60,60,34,3
61,61,34,3
62,62,34,3
63,63,34,3
64,64,34,4
65,65,34,4
66,66,34,4
67,67,34,4
68,68,34,4
69,69,34,5
70,70,34,5
71,71,34,5
72,72,34,5
73,73,34,5
74,74,34,6
75,75,34,6
76,76,34,6
77,77,34,6
78,78,34,6
79,79,34,7
80,80,34,7
81,81,34,7
82,82,34,7
83,83,34,8
84,84,34,8
85,85,34,8
86,86,34,8
87,87,34,9
88,88,34,9
89,89,34,9
90,90,34,9
91,91,10,1
92,92,10,1
93,93,10,1
94,94,10,1
95,95,10,1
96,96,10,2
97,97,10,2
98,98,10,2
99,99,10,2
100,100,10,2
101,101,10,3
102,102,10,3
103,103,10,3
104,104,10,3
105,105,10,3
106,106,10,4
107,107,10,4
108,108,10,4
109,109,10,4
110,110,10,4
111,111,10,5
112,112,10,5
113,113,10,5
114,114,10,5
115,115,10,5
116,116,10,6
117,117,10,6
118,118,10,6
119,119,10,6
120,120,10,6
121,121,10,7
122,122,10,7
123,123,10,7
124,124,10,7
125,125,10,7
126,126,10,8
127,127,10,8
128,128,10,8
129,129,10,8
130,130,10,8
131,131,10,9
132,132,10,9
133,133,10,9
134,134,10,9
135,135,10,9
136,136,16,1
137,137,16,1
138,138,16,1
139,139,16,1
140,140,16,2
141,141,16,2
142,142,16,2
143,143,16,2
144,144,16,3
145,145,16,3
146,146,16,3
147,147,16,3
148,148,16,4
149,149,16,4
150,150,16,4
151,151,16,4
152,152,16,5
153,153,16,5
154,154,16,5
155,155,16,5
156,156,16,6
157,157,16,6
158,158,16,6
159,159,16,6
160,160,16,7
161,161,16,7
162,162,16,7
163,163,16,7
164,164,16,8
165,165,16,8
166,166,16,8
167,167,16,8
168,168,16,9
169,169,16,9
170,170,16,9
171,171,16,9
172,172,16,10
173,173,16,10
174,174,16,10
175,175,16,10
176,176,1,1
177,177,1,1
178,178,1,1
179,179,1,1
180,180,1,1
181,181,1,2
182,182,1,2
183,183,1,2
184,184,1,2
185,185,1,2
186,186,1,3
187,187,1,3
188,188,1,3
189,189,1,3
190,190,1,3
191,191,1,4
192,192,1,4
193,193,1,4
194,194,1,4
195,195,1,4
196,196,1,5
197,197,1,5
198,198,1,5
199,199,1,5
200,200,1,5
201,201,1,6
202,202,1,6
203,203,1,6
204,204,1,6
205,205,1,6
206,206,1,7
207,207,1,7
208,208,1,7
209,209,1,7
210,210,1,7
211,211,1,8
212,212,1,8
213,213,1,8
214,214,1,8
215,215,1,8
216,216,1,9
217,217,1,9
218,218,1,9
219,219,1,9
220,220,1,9
221,221,1,10
222,222,1,10
223,223,1,10
224,224,1,10
225,225,1,10
226,226,19,1
227,227,19,1
228,228,19,1
229,229,19,1
230,230,19,1
231,231,25,1
232,232,25,1
233,233,25,1
234,234,25,1
235,235,11,1
236,236,11,1
237,237,11,1
238,238,11,1
239,239,19,2
240,240,19,2
241,241,19,2
242,242,19,2
243,243,19,2
244,244,11,2
245,245,11,2
246,246,11,2
247,247,11,2
248,248,25,2
249,249,25,2
250,250,25,2
251,251,25,2
252,252,27,1
253,253,27,1
254,254,27,1
255,255,27,1
256,256,27,1
257,257,27,1
258,258,27,3
259,259,27,5
260,260,27,2
261,261,27,2
262,262,27,2
263,263,27,2
264,264,27,2
265,265,27,2
266,266,27,3
267,267,27,3
268,268,27,3
269,269,27,3
270,270,27,3
271,271,27,3
272,272,27,4
273,273,27,4
274,274,27,4
275,275,27,4
276,276,27,4
277,277,27,4
278,278,27,6
279,279,27,6
280,280,27,6
281,281,27,6
282,282,27,5
283,283,27,5
284,284,27,5
285,285,27,5
286,286,27,6
287,287,27,7
288,288,27,7
289,289,27,7
290,290,27,7
291,291,27,7
292,292,27,8
293,293,27,8
294,294,27,8
295,295,27,8
296,296,27,9
297,297,27,9
298,298,27,9
299,299,27,9
300,300,19,3
301,301,19,3
302,302,19,3
303,303,19,3
304,304,19,4
305,305,19,4
306,306,19,4
307,307,19,4
308,308,19,4
309,309,19,5
310,310,19,5
311,311,19,5
312,312,19,5
313,313,19,5
314,314,19,6
315,315,19,6
316,316,19,6
317,317,19,6
318,318,19,6
319,319,19,7
320,320,19,7
321,321,19,7
322,322,19,7
323,323,19,7
324,324,19,8
325,325,19,8
326,326,19,8
327,327,19,8
328,328,19,8
329,329,19,9
330,330,19,9
331,331,19,9
332,332,19,9
333,333,19,9
334,334,19,10
335,335,19,10
336,336,19,10
337,337,19,10
338,338,19,10
339,339,11,3
340,340,11,3
341,341,11,3
342,342,11,3
343,343,11,4
344,344,11,4
345,345,11,4
346,346,11,4
347,347,25,3
348,348,25,3
349,349,25,3
350,350,25,3
351,351,25,4
352,352,25,4
353,353,25,4
354,354,25,4
355,355,21,1
356,356,21,1
357,357,21,1
358,358,21,1
359,359,21,2
360,360,21,2
361,361,21,2
362,362,21,2
363,363,21,3
364,364,21,3
365,365,21,3
366,366,21,3
367,367,21,4
368,368,21,4
369,369,21,4
370,370,21,4
371,371,6,1
372,372,6,1
373,373,6,1
374,374,6,1
375,375,6,2
376,376,6,2
377,377,6,2
378,378,6,2
379,379,6,3
380,380,6,3
381,381,6,3
382,382,6,3
383,383,6,4
384,384,6,4
385,385,6,4
386,386,6,4
387,387,36,1
388,388,36,1
389,389,36,1
390,390,36,1
391,391,36,2
392,392,36,2
393,393,36,2
394,394,36,2
395,395,36,3
396,396,36,3
397,397,36,3
398,398,36,3
399,399,36,4
400,400,36,4
401,401,36,4
402,402,36,4
403,403,17,1
404,404,17,1
405,405,17,1
406,406,17,1
407,407,17,1
408,408,17,2
409,409,17,2
410,410,17,2
411,411,17,2
412,412,17,2
413,413,17,3
414,414,17,3
415,415,17,3
416,416,17,3
417,417,17,3
418,418,17,4
419,419,17,4
420,420,17,4
421,421,17,4
422,422,17,4
423,423,17,5
424,424,17,5
425,425,17,5
426,426,17,5
427,427,17,5
428,428,17,6
429,429,17,6
430,430,17,6
431,431,17,6
432,432,17,6
433,433,17,7
434,434,17,7
435,435,17,7
436,436,17,7
437,437,17,7
438,438,17,8
439,439,17,8
440,440,17,8
441,441,17,8
442,442,17,8
443,443,2,1
444,444,2,1
445,445,2,1
446,446,2,1
447,447,2,1
448,448,2,1
449,449,2,2
450,450,2,2
451,451,2,2
452,452,2,2
453,453,2,2
454,454,2,2
455,455,2,3
456,456,2,3
457,457,2,3
458,458,2,3
459,459,2,3
460,460,2,3
461,461,2,4
462,462,2,4
463,463,2,4
464,464,2,4
465,465,2,4
466,466,2,5
467,467,2,5
468,468,2,5
469,469,2,5
470,470,2,5
471,471,2,6
472,472,2,6
473,473,2,6
474,474,2,6
475,475,2,6
476,476,2,7
477,477,2,7
478,478,2,7
479,479,2,7
480,480,2,7
481,481,2,8
482,482,2,8
483,483,2,8
484,484,2,8
485,485,20,1
486,486,20,1
487,487,20,1
488,488,20,1
489,489,20,1
490,490,20,1
491,491,28,1
492,492,28,1
493,493,28,1
494,494,28,1
495,495,28,1
496,496,28,1
497,497,8,1
498,498,8,1
499,499,8,1
500,500,8,1
501,501,8,2
502,502,8,2
503,503,8,2
504,504,8,2
505,505,8,3
506,506,8,3
507,507,8,3
508,508,8,3
509,509,8,4
510,510,8,4
511,511,8,4
512,512,8,4
513,513,20,2
514,514,20,2
515,515,20,2
516,516,20,2
517,517,20,2
518,518,20,2
519,519,20,3
520,520,28,2
521,521,28,2
522,522,28,2
523,523,28,2
524,524,28,2
525,525,28,2
526,526,33,1
527,527,33,1
528,528,33,1
529,529,33,1
530,530,28,3
531,531,28,3
532,532,28,3
533,533,28,3
534,534,28,3
535,535,28,3
536,536,20,3
537,537,20,3
538,538,20,3
539,539,20,3
540,540,20,3
541,541,33,2
542,542,33,2
543,543,33,2
544,544,33,2
545,545,28,4
546,546,28,4
547,547,28,4
548,548,28,4
549,549,28,4
550,550,28,4
551,551,20,4
552,552,20,4
553,553,20,4
554,554,20,4
555,555,20,4
556,556,20,4
557,557,20,3
558,558,20,3
559,559,20,3
560,560,20,3
561,561,20,5
562,562,20,5
563,563,20,5
564,564,20,5
565,565,20,5
566,566,20,4
567,567,20,4
568,568,20,4
569,569,20,4
570,570,20,5
571,571,20,5
572,572,20,5
573,573,20,5
574,574,20,5
575,575,20,5
576,576,20,6
577,577,20,6
578,578,20,6
579,579,20,6
580,580,20,6
581,581,20,6
582,582,20,1
583,583,20,1
584,584,20,1
585,585,20,6
586,586,20,6
587,587,20,6
588,588,20,6
589,589,20,6
590,590,20,7
591,591,20,7
592,592,20,7
593,593,20,7
594,594,20,7
595,595,20,8
596,596,20,8
597,597,20,8
598,598,20,8
599,599,20,7
600,600,20,7
601,601,20,7
602,602,20,7
603,603,20,7
604,604,20,7
605,605,20,8
606,606,20,8
607,607,20,8
608,608,20,8
609,609,20,8
610,610,20,8
611,611,13,2
612,612,13,2
613,613,13,2
614,614,13,3
615,615,13,3
616,616,13,3
617,617,13,4
618,618,13,4
619,619,13,4
620,620,30,1
621,621,30,1
622,622,30,1
623,623,30,2
624,624,30,2
625,625,30,2
626,626,30,3
627,627,30,3
628,628,30,3
629,629,30,4
630,630,30,4
631,631,30,4
632,632,3,1
633,633,3,1
634,634,3,1
635,635,3,1
636,636,3,1
637,637,3,1
638,638,38,1
639,639,38,1
640,640,38,1
641,641,38,1
642,642,38,1
643,649,23,1
644,650,23,1
645,651,23,1
646,652,23,1
647,653,23,2
648,654,23,2
649,655,23,2
650,656,23,2
651,657,23,3
652,658,23,3
653,659,23,3
654,660,23,3
655,661,23,4
656,662,23,4
657,663,23,4
658,664,23,4
659,665,23,5
660,666,23,5
661,667,23,5
662,668,38,2
663,669,38,2
664,670,38,2
665,671,38,2
666,672,38,2
667,673,4,2
668,674,4,2
669,675,4,2
670,676,4,2
671,677,4,2
672,678,4,2
673,679,23,5
674,680,38,3
675,681,38,3
676,682,38,3
677,683,38,3
678,684,38,3
679,685,38,4
680,686,38,4
681,687,38,4
682,688,38,4
683,689,38,4
684,690,38,5
685,691,38,5
686,692,38,5
687,693,38,5
688,694,38,5
689,695,38,6
690,696,38,6
691,697,38,6
692,698,38,6
693,699,38,6
694,700,38,7
695,701,38,7
696,702,38,7
697,703,38,7
698,704,38,7
699,705,38,8
700,706,38,8
701,707,38,8
702,708,38,8
703,709,38,8
704,710,4,3
705,711,4,3
706,712,4,3
707,713,4,3
708,714,4,3
709,715,4,3
710,716,4,1
711,717,4,1
712,718,4,1
713,719,4,1
714,720,4,1
715,721,4,1
716,722,4,1
717,723,4,4
718,724,4,4
719,725,4,4
720,726,4,4
721,727,4,4
722,728,18,1
723,769,4,5
724,770,4,5
725,771,4,5
726,772,4,5
727,773,4,5
728,774,4,6
729,775,4,6
730,776,4,6
731,777,4,6
732,778,4,6
733,779,37,1
734,780,37,1
735,781,37,1
736,782,37,1
737,783,37,2
738,784,37,2
739,785,37,2
740,786,37,2
741,787,37,3
742,788,37,3
743,789,37,3
744,790,37,3
745,791,37,4
746,792,37,4
747,793,37,4
748,794,37,4
749,795,7,1
750,796,7,1
751,797,7,1
752,798,7,1
753,799,7,2
754,800,7,2
755,801,7,2
756,802,7,2
757,803,7,3
758,804,7,3
759,805,7,3
760,806,7,3
761,807,7,4
762,808,7,4
763,809,7,4
764,810,7,4
765,811,24,1
766,835,35,1
767,836,35,1
768,837,35,1
769,838,35,1
770,839,35,1
771,840,35,1
772,841,35,1
773,842,35,2
774,843,35,2
775,844,35,2
776,845,35,2
777,846,35,2
778,847,35,2
779,848,35,3
780,849,35,3
781,850,35,3
782,851,35,3
783,852,35,3
784,853,35,3
785,854,35,4
786,855,35,4
787,856,35,4
788,857,35,4
789,858,35,4
790,859,35,4
791,860,12,1
792,861,12,1
793,862,12,1
794,863,12,1
795,864,12,1
796,865,12,2
797,866,12,2
798,867,12,2
799,868,12,2
800,869,12,2
801,870,12,3
802,871,12,3
803,872,12,3
804,873,12,3
805,874,12,3
806,875,12,4
807,876,12,4
808,877,12,4
809,878,12,4
810,879,12,4
811,880,12,5
812,881,12,5
813,882,12,5
814,883,12,5
815,884,12,5
816,885,12,6
817,886,12,6
818,887,12,6
819,888,12,6
820,889,12,6
821,890,12,7
822,891,12,7
823,892,12,7
824,893,12,7
825,894,12,7
