1,1,136,4,3,9
2,3,136,4,3,5
3,5,136,4,3,5
4,13,136,4,3,9
5,14,136,4,3,6
6,17,136,4,3,9
7,46,136,4,3,5
8,49,136,4,3,5
9,51,136,4,3,5
10,54,136,4,3,8
11,57,136,4,3,5
12,68,136,4,3,6
13,72,136,4,3,5
14,101,136,4,3,7
15,122,136,4,3,8
16,131,136,4,3,5
17,153,136,4,3,5
18,169,136,4,3,7
19,173,136,4,3,9
20,297,136,4,3,5
21,1,137,4,3,9
22,3,137,4,3,6
23,5,137,4,3,8
24,13,137,4,3,7
25,14,137,4,3,8
26,17,137,4,3,7
27,37,137,4,3,7
28,46,137,4,3,7
29,49,137,4,3,8
30,51,137,4,3,9
31,54,137,4,3,8
32,57,137,4,3,9
33,68,137,4,3,8
34,72,137,4,3,7
35,101,137,4,3,7
36,122,137,4,3,9
37,131,137,4,3,8
38,153,137,4,3,9
39,169,137,4,3,8
40,170,137,4,3,8
41,173,137,4,3,8
42,1,138,4,3,9
43,3,138,4,3,5
44,5,138,4,3,9
45,13,138,4,3,8
46,14,138,4,3,6
47,17,138,4,3,9
48,46,138,4,3,7
49,49,138,4,3,5
50,51,138,4,3,8
51,54,138,4,3,8
52,57,138,4,3,8
53,68,138,4,3,7
54,72,138,4,3,7
55,101,138,4,3,7
56,122,138,4,3,10
57,131,138,4,3,7
58,153,138,4,3,7
59,169,138,4,3,7
60,173,138,4,3,7
61,1,139,4,3,8
62,3,139,4,3,5
63,5,139,4,3,8
64,13,139,4,3,7
65,14,139,4,3,5
66,17,139,4,3,10
67,46,139,4,3,7
68,49,139,4,3,5
69,51,139,4,3,8
70,54,139,4,3,7
71,57,139,4,3,7
72,68,139,4,3,9
73,72,139,4,3,8
74,101,139,4,3,7
75,122,139,4,3,9
76,131,139,4,3,7
77,153,139,4,3,8
78,169,139,4,3,9
79,173,139,4,3,8
80,1,140,4,4,10
81,2,140,4,4,7
82,5,140,4,4,7
83,8,140,4,4,10
84,10,140,4,4,5
85,13,140,4,4,7
86,14,140,4,4,9
87,17,140,4,4,10
88,46,140,4,4,8
89,52,140,4,4,6
90,54,140,4,4,8
91,57,140,4,4,8
92,68,140,4,4,9
93,70,140,4,4,8
94,72,140,4,4,10
95,98,140,4,4,8
96,100,140,4,4,8
97,101,140,4,4,9
98,104,140,4,4,5
99,110,140,4,4,9
100,122,140,4,4,10
101,127,140,4,4,6
102,131,140,4,4,8
103,133,140,4,4,7
104,142,140,4,4,7
105,153,140,4,4,6
106,161,140,4,4,9
107,169,140,4,4,8
108,173,140,4,4,9
109,199,140,4,4,5
110,300,140,4,4,5
111,332,140,4,4,0
112,441,140,4,4,8
113,451,140,4,4,0
114,688,140,4,4,9
115,699,140,4,4,7
116,1,141,4,4,7
117,2,141,4,4,6
118,5,141,4,4,5
119,8,141,4,4,7
120,10,141,4,4,5
121,13,141,4,4,5
122,14,141,4,4,5
123,17,141,4,4,9
124,22,141,4,4,8
125,46,141,4,4,7
126,52,141,4,4,7
127,54,141,4,4,9
128,57,141,4,4,9
129,68,141,4,4,9
130,70,141,4,4,5
131,72,141,4,4,5
132,98,141,4,4,5
133,100,141,4,4,5
134,101,141,4,4,8
135,104,141,4,4,5
136,122,141,4,4,9
137,127,141,4,4,5
138,131,141,4,4,6
139,133,141,4,4,5
140,142,141,4,4,6
141,153,141,4,4,7
142,161,141,4,4,7
143,169,141,4,4,6
144,173,141,4,4,9
145,199,141,4,4,5
146,300,141,4,4,5
147,347,141,4,4,0
148,695,141,4,4,5
149,704,141,4,4,5
150,1,142,4,4,10
151,2,142,4,4,6
152,5,142,4,4,5
153,8,142,4,4,10
154,10,142,4,4,7
155,13,142,4,4,7
156,14,142,4,4,6
157,17,142,4,4,9
158,46,142,4,4,5
159,52,142,4,4,5
160,54,142,4,4,8
161,57,142,4,4,7
162,68,142,4,4,6
163,70,142,4,4,5
164,72,142,4,4,5
165,85,142,4,4,5
166,98,142,4,4,8
167,100,142,4,4,5
168,101,142,4,4,8
169,104,142,4,4,5
170,122,142,4,4,10
171,127,142,4,4,5
172,131,142,4,4,6
173,133,142,4,4,5
174,142,142,4,4,7
175,153,142,4,4,8
176,161,142,4,4,9
177,169,142,4,4,7
178,173,142,4,4,8
179,199,142,4,4,5
180,204,142,4,4,0
181,300,142,4,4,5
182,326,142,4,4,0
183,520,142,4,4,5
184,684,142,4,4,6
185,688,142,4,4,5
186,698,142,4,4,8
187,699,142,4,4,5
188,719,142,4,4,9
189,1,143,4,4,9
190,2,143,4,4,6
191,5,143,4,4,8
192,8,143,4,4,9
193,10,143,4,4,8
194,13,143,4,4,8
195,14,143,4,4,5
196,17,143,4,4,9
197,22,143,4,4,7
198,46,143,4,4,6
199,52,143,4,4,7
200,54,143,4,4,8
201,57,143,4,4,5
202,68,143,4,4,6
203,70,143,4,4,5
204,72,143,4,4,5
205,98,143,4,4,5
206,100,143,4,4,8
207,101,143,4,4,9
208,104,143,4,4,6
209,122,143,4,4,8
210,127,143,4,4,5
211,131,143,4,4,5
212,133,143,4,4,8
213,142,143,4,4,7
214,153,143,4,4,9
215,161,143,4,4,7
216,169,143,4,4,8
217,173,143,4,4,7
218,199,143,4,4,5
219,300,143,4,4,5
220,347,143,4,4,5
221,689,143,4,4,8
222,1,144,4,5,8
223,2,144,4,5,7
224,5,144,4,5,5
225,8,144,4,5,8
226,13,144,4,5,6
227,17,144,4,5,7
228,46,144,4,5,5
229,52,144,4,5,6
230,54,144,4,5,6
231,57,144,4,5,5
232,68,144,4,5,8
233,70,144,4,5,5
234,72,144,4,5,6
235,98,144,4,5,6
236,100,144,4,5,8
237,101,144,4,5,8
238,104,144,4,5,5
239,122,144,4,5,7
240,127,144,4,5,6
241,131,144,4,5,5
242,133,144,4,5,8
243,142,144,4,5,8
244,153,144,4,5,6
245,161,144,4,5,5
246,169,144,4,5,5
247,173,144,4,5,8
248,682,144,4,5,6
249,932,144,4,5,7
250,934,144,4,5,5
251,935,144,4,5,5
252,941,144,4,5,5
253,945,144,4,5,7
254,1,145,4,5,7
255,2,145,4,5,8
256,5,145,4,5,5
257,8,145,4,5,9
258,13,145,4,5,6
259,17,145,4,5,8
260,29,145,4,5,9
261,46,145,4,5,7
262,52,145,4,5,8
263,54,145,4,5,7
264,57,145,4,5,7
265,68,145,4,5,7
266,70,145,4,5,6
267,72,145,4,5,8
268,98,145,4,5,7
269,100,145,4,5,6
270,101,145,4,5,10
271,104,145,4,5,6
272,122,145,4,5,9
273,127,145,4,5,6
274,131,145,4,5,6
275,133,145,4,5,9
276,142,145,4,5,9
277,153,145,4,5,6
278,161,145,4,5,10
279,169,145,4,5,6
280,173,145,4,5,9
281,236,145,4,5,6
282,699,145,4,5,10
283,935,145,4,5,7
284,936,145,4,5,9
285,957,145,4,5,7
286,1,146,4,5,9
287,2,146,4,5,8
288,5,146,4,5,5
289,8,146,4,5,8
290,13,146,4,5,9
291,17,146,4,5,9
292,46,146,4,5,7
293,52,146,4,5,8
294,54,146,4,5,8
295,57,146,4,5,9
296,68,146,4,5,9
297,70,146,4,5,7
298,72,146,4,5,8
299,98,146,4,5,8
300,100,146,4,5,8
301,101,146,4,5,9
302,104,146,4,5,7
303,122,146,4,5,9
304,127,146,4,5,8
305,133,146,4,5,8
306,142,146,4,5,8
307,153,146,4,5,9
308,161,146,4,5,8
309,169,146,4,5,8
310,173,146,4,5,8
311,240,146,4,5,5
312,347,146,4,5,8
313,450,146,4,5,8
314,931,146,4,5,9
315,1,147,4,5,10
316,2,147,4,5,8
317,5,147,4,5,7
318,8,147,4,5,9
319,13,147,4,5,7
320,17,147,4,5,10
321,46,147,4,5,9
322,52,147,4,5,8
323,54,147,4,5,9
324,57,147,4,5,8
325,68,147,4,5,7
326,70,147,4,5,7
327,72,147,4,5,9
328,98,147,4,5,8
329,100,147,4,5,7
330,101,147,4,5,9
331,104,147,4,5,9
332,122,147,4,5,10
333,127,147,4,5,7
334,131,147,4,5,7
335,133,147,4,5,8
336,142,147,4,5,7
337,153,147,4,5,9
338,161,147,4,5,8
339,169,147,4,5,10
340,173,147,4,5,8
341,684,147,4,5,5
342,2214,176,4,49,7
343,1967,176,4,49,9
344,1980,176,4,49,10
345,2016,176,4,49,9
346,2240,176,4,49,9
347,2192,176,4,49,4
348,2038,176,4,49,8
349,2042,176,4,49,9
350,2215,176,4,49,10
351,2211,176,4,49,9
352,2197,176,4,49,9
353,2074,176,4,49,9
354,2214,177,4,49,9
355,1967,177,4,49,10
356,1980,177,4,49,10
357,2016,177,4,49,10
358,2240,177,4,49,10
359,2192,177,4,49,7
360,2038,177,4,49,9
361,2042,177,4,49,9
362,2215,177,4,49,10
363,2211,177,4,49,10
364,2197,177,4,49,9
365,2074,177,4,49,10
366,2214,178,4,49,9
367,1967,178,4,49,8
368,1980,178,4,49,9
369,2016,178,4,49,8
370,2240,178,4,49,9
371,2192,178,4,49,8
372,2038,178,4,49,9
373,2042,178,4,49,8
374,2215,178,4,49,8
375,2211,178,4,49,8
376,2197,178,4,49,9
377,2074,178,4,49,9
378,2214,179,4,49,7
379,1967,179,4,49,8
380,1980,179,4,49,10
381,2016,179,4,49,8
382,2240,179,4,49,5
383,2192,179,4,49,7
384,2038,179,4,49,7
385,2042,179,4,49,7
386,2215,179,4,49,7
387,2211,179,4,49,8
388,2197,179,4,49,7
389,2074,179,4,49,8
390,2214,180,4,49,8
391,1967,180,4,49,8
392,1980,180,4,49,10
393,2016,180,4,49,8
394,2240,180,4,49,8
395,2192,180,4,49,7
396,2038,180,4,49,8
397,2042,180,4,49,8
398,2215,180,4,49,9
399,2211,180,4,49,7
400,2197,180,4,49,8
401,2074,180,4,49,8
402,2214,181,4,49,5
403,1967,181,4,49,8
404,1980,181,4,49,10
405,2016,181,4,49,5
406,2038,181,4,49,7
407,2042,181,4,49,8
408,2215,181,4,49,4
409,2211,181,4,49,5
410,2197,181,4,49,4
411,2074,181,4,49,10
412,2214,182,4,49,8
413,1967,182,4,49,8
414,1980,182,4,49,10
415,2016,182,4,49,9
416,2038,182,4,49,8
417,2042,182,4,49,8
418,2215,182,4,49,8
419,2211,182,4,49,9
420,2197,182,4,49,8
421,2074,182,4,49,9
422,2055,182,4,49,9
423,2214,183,4,49,9
424,1967,183,4,49,9
425,1980,183,4,49,9
426,2016,183,4,49,8
427,2038,183,4,49,9
428,2042,183,4,49,9
429,2215,183,4,49,9
430,2211,183,4,49,9
431,2197,183,4,49,9
432,2074,183,4,49,9
433,2055,183,4,49,9
434,2214,184,4,49,8
435,1967,184,4,49,10
436,1980,184,4,49,10
437,2016,184,4,49,8
438,2038,184,4,49,10
439,2042,184,4,49,9
440,2215,184,4,49,9
441,2211,184,4,49,9
442,2197,184,4,49,4
443,2074,184,4,49,9
444,2055,184,4,49,8
445,2214,185,4,49,5
446,1967,185,4,49,9
447,1980,185,4,49,10
448,2016,185,4,49,9
449,2038,185,4,49,7
450,2042,185,4,49,7
451,2215,185,4,49,4
452,2211,185,4,49,8
453,2197,185,4,49,7
454,2074,185,4,49,9
455,2214,186,4,49,5
456,1967,186,4,49,7
457,1980,186,4,49,8
458,2016,186,4,49,5
459,2042,186,4,49,8
460,2215,186,4,49,7
461,2211,186,4,49,7
462,2074,186,4,49,9
463,2214,187,4,49,7
464,1967,187,4,49,8
465,1980,187,4,49,10
466,2016,187,4,49,9
467,2042,187,4,49,9
468,2215,187,4,49,7
469,2211,187,4,49,8
470,2074,187,4,49,9
471,2214,188,4,49,8
472,1967,188,4,49,9
473,1980,188,4,49,10
474,2016,188,4,49,10
475,2042,188,4,49,10
476,2215,188,4,49,9
477,2211,188,4,49,10
478,2074,188,4,49,10
479,2055,188,4,49,10
480,2214,189,4,49,10
481,1967,189,4,49,9
482,1980,189,4,49,10
483,2016,189,4,49,10
484,2042,189,4,49,10
485,2215,189,4,49,10
486,2211,189,4,49,10
487,2074,189,4,49,10
488,2055,189,4,49,9
489,2214,190,4,49,6
490,1967,190,4,49,8
491,1980,190,4,49,10
492,2016,190,4,49,7
493,2042,190,4,49,7
494,2215,190,4,49,5
495,2211,190,4,49,7
496,2074,190,4,49,8
497,2214,191,4,49,7
498,1967,191,4,49,8
499,1980,191,4,49,10
500,2016,191,4,49,9
501,2042,191,4,49,9
502,2215,191,4,49,9
503,2074,191,4,49,8
504,2055,191,4,49,7
505,2001,191,4,49,5
506,2043,191,4,49,10
507,2094,191,4,49,7
508,2214,192,4,49,5
509,1967,192,4,49,9
510,1980,192,4,49,9
511,2016,192,4,49,8
512,2042,192,4,49,9
513,2215,192,4,49,7
514,2074,192,4,49,8
515,2055,192,4,49,4
516,2001,192,4,49,9
517,2043,192,4,49,8
518,2094,192,4,49,7
519,2214,193,4,49,7
520,1967,193,4,49,8
521,1980,193,4,49,10
522,2016,193,4,49,8
523,2042,193,4,49,9
524,2215,193,4,49,5
525,2074,193,4,49,10
526,2055,193,4,49,7
527,2001,193,4,49,7
528,2043,193,4,49,10
529,2094,193,4,49,8
530,2214,194,4,49,5
531,1967,194,4,49,5
532,1980,194,4,49,9
533,2016,194,4,49,8
534,2042,194,4,49,5
535,2215,194,4,49,9
536,2074,194,4,49,5
537,2055,194,4,49,7
538,2001,194,4,49,4
539,2043,194,4,49,8
540,2214,195,4,49,8
541,1967,195,4,49,7
542,1980,195,4,49,9
543,2016,195,4,49,8
544,2042,195,4,49,8
545,2215,195,4,49,8
546,2074,195,4,49,9
547,2055,195,4,49,7
548,2001,195,4,49,5
549,2043,195,4,49,9
550,2094,195,4,49,9
551,2,136,4,3,6
552,8,136,4,3,9
553,10,136,4,3,5
554,18,136,4,3,9
555,52,136,4,3,7
556,53,136,4,3,6
557,70,136,4,3,7
558,71,136,4,3,6
559,94,136,4,3,6
560,98,136,4,3,5
561,100,136,4,3,8
562,104,136,4,3,7
563,105,136,4,3,9
564,111,136,4,3,9
565,127,136,4,3,6
566,130,136,4,3,8
567,133,136,4,3,9
568,142,136,4,3,8
569,161,136,4,3,7
570,174,136,4,3,9
571,2,137,4,3,8
572,8,137,4,3,8
573,10,137,4,3,9
574,18,137,4,3,9
575,22,137,4,3,8
576,52,137,4,3,8
577,53,137,4,3,8
578,70,137,4,3,8
579,81,137,4,3,6
580,98,137,4,3,8
581,100,137,4,3,9
582,104,137,4,3,8
583,105,137,4,3,9
584,110,137,4,3,8
585,111,137,4,3,9
586,127,137,4,3,7
587,130,137,4,3,9
588,133,137,4,3,8
589,142,137,4,3,8
590,161,137,4,3,9
591,174,137,4,3,9
592,2,138,4,3,5
593,8,138,4,3,10
594,10,138,4,3,7
595,18,138,4,3,10
596,22,138,4,3,10
597,52,138,4,3,9
598,53,138,4,3,9
599,70,138,4,3,5
600,94,138,4,3,10
601,98,138,4,3,8
602,100,138,4,3,10
603,104,138,4,3,10
604,105,138,4,3,10
605,111,138,4,3,10
606,127,138,4,3,10
607,130,138,4,3,10
608,133,138,4,3,5
609,142,138,4,3,9
610,161,138,4,3,10
611,174,138,4,3,10
612,2,139,4,3,5
613,8,139,4,3,10
614,10,139,4,3,10
615,18,139,4,3,10
616,22,139,4,3,8
